P_el_Halle;P_el_Schule;P_el_KiGa;W_Halle;W_Schule;W_KiGa;G_Halle;G_Schule;Gas_KiGa
0,4;3,5;1,33;2,7;4;1;2,8;5,0;1,1
0,5;3,7;0,54;17,2;5;14;23,7;5,3;14,9
1,1;3,7;0,85;17;5;23;18,0;5,3;24,5
11;3,7;0,85;1;5;13;1,1;5,4;13,8
10,6;4,8;0,82;1,5;6;14;4,4;6,9;14,9
9,1;10,6;3,35;9,4;12;25;10,7;13,2;26,6
0,9;30,7;6,04;0,2;36;18;0,2;38,0;19,1
0,7;26,7;8,7;0;32;17;0,0;33,1;18,1
12;24,3;10,08;0,1;29;17;0,1;30,1;18,1
10,9;20,1;9,86;1;24;18;1,1;24,9;19,1
0,7;23,5;8,54;0,5;28;19;2,8;29,1;20,2
0,5;18,1;8,73;18,6;21;15;25,5;22,5;16,0
0,4;15,7;7,37;25,9;18;16;32,4;19,5;17,0
0,6;17,9;3,43;13,8;21;16;16,1;22,3;17,0
7,6;11,3;4,89;3,8;13;12;4,6;14,2;12,8
10,5;8,3;5,12;8;9;1;9,1;10,4;1,1
13,5;6,2;2,58;6,6;7;0;7,4;7,9;0,0
14,2;8,6;1,77;6,4;10;7;9,1;10,7;7,4
14,3;9,6;1,47;5,3;11;7;5,6;12,0;7,4
14,3;8,3;0,94;11,1;10;0;13,5;10,5;0,0
5,2;6,5;0,73;4,8;7;8;6,6;8,2;8,5
1;3,5;1,09;19,5;4;5;26,5;5,1;5,3
0,4;3,3;1,51;9;4;0;9,9;4,8;0,0
0,3;3,4;0,54;1,2;4;10;1,3;5,0;10,6
0,3;3,4;0,76;4;4;3;4,1;5,0;3,2
0,5;3,5;1,01;11,1;4;11;16,9;5,1;11,7
5,6;3,8;1,24;7;5;24;7,5;5,5;25,5
14;3,8;1,03;1,1;5;19;1,2;5,5;20,2
14,5;4,8;1,82;0;6;14;0,0;6,9;14,9
8,5;10,2;3,59;0;12;22;0,0;12,7;23,4
11,3;26,6;6,17;0;31;19;0,0;33,0;20,2
7,1;25,2;9,31;0;30;17;0,0;31,3;18,1
10,4;25,2;11,31;0;30;17;0,0;31,2;18,1
7,2;20,3;10,89;0;24;17;0,0;25,2;18,1
0,6;18,6;8,32;0;22;15;0,0;23,1;16,0
0,4;18,3;10,08;0;22;15;0,0;22,8;16,0
1;14,3;9,53;1;17;15;1,1;17,9;16,0
10,6;11,7;6,98;11,5;14;15;14,3;14,6;16,0
8,4;9;4,76;19,4;10;13;26,5;11,3;13,8
11,3;5,8;4,93;21,5;8;1;25,8;8,4;1,1
1,1;7;2,84;3;8;0;4,9;8,8;0,0
0,7;9;1,34;18,4;10;2;25,4;11,3;2,1
5;8,6;0,46;14,1;10;10;17,0;10,8;10,6
4,5;7,7;2,06;4,3;9;3;5,0;9,7;3,2
2,2;6,8;0,75;0,1;8;6;0,1;8,6;6,4
1;3,6;1,13;0;5;8;0,0;5,3;8,5
0,5;3,5;0,7;0;4;4;0,0;5,0;4,3
0,4;3,4;0,69;0;4;5;0,0;5,0;5,3
0,4;3,5;1,54;0;4;8;0,0;5,1;8,5
0,3;3,5;0,55;1;4;6;1,1;5,1;6,4
0,4;3,5;1,21;0;4;3;0,0;5,1;3,2
0,4;3,5;0,73;0;4;9;0,0;5,1;9,6
0,5;4,3;0,68;0;5;7;0,0;6,2;7,4
0,5;5,6;0,69;0;7;1;0,0;8,0;1,1
0,4;5,4;0,71;1;7;9;1,1;7,8;9,6
0,3;4;0,7;0;5;4;0,0;5,8;4,3
0,3;3,9;0,65;0;5;2;0,0;5,6;2,1
0,3;4,1;1,01;0;5;9;0,0;5,9;9,6
0,3;4,1;2,07;1;5;2;1,1;5,9;2,1
0,2;3,9;1,48;0;5;4;0,0;5,6;4,3
0,3;3,6;2,17;0;4;9;0,0;5,2;9,6
0,3;3,9;2,09;0;5;4;0,0;5,6;4,3
0,3;3,4;0,68;0;4;0;0,0;4,9;0,0
0,3;3,4;0,7;0;4;5;0,0;4,9;5,3
0,3;3,9;0,69;1;5;10;1,1;5,6;10,6
0,5;5,3;0,71;0;7;3;0,0;7,7;3,2
0,5;5,1;0,44;0;6;9;0,0;7,3;9,6
0,5;5,1;1,44;0;7;7;0,0;7,4;7,4
0,5;5,1;0,68;0;6;8;0,0;7,3;8,5
0,3;3,5;0,66;0;4;1;0,0;5,1;1,1
0,3;3,4;1,23;0;4;10;0,0;4,9;10,6
0,3;3,4;1,59;0;4;10;0,0;4,9;10,6
0,4;3,5;1,26;0;4;7;0,0;5,1;7,4
0,4;3,5;0,65;0;4;8;0,0;5,0;8,5
0,5;3,4;0,74;0;4;7;0,0;4,9;7,4
0,5;3,5;0,66;0;4;8;0,0;5,1;8,5
0,5;4,3;0,64;0;5;8;0,0;6,2;8,5
0,5;5,5;0,7;0;7;8;0,0;7,9;8,5
0,4;4,3;0,66;0;5;7;0,0;6,2;7,4
0,4;3,6;0,68;0;4;5;0,0;5,1;5,3
0,3;3,4;0,88;0;4;6;0,0;4,9;6,4
0,2;3,8;0,88;0;5;4;0,0;5,4;4,3
0,3;3,4;0,97;0;4;0;0,0;4,9;0,0
0,3;3,2;0,81;0;4;7;0,0;4,7;7,4
0,2;3,2;0,73;0;4;3;0,0;4,6;3,2
0,2;3,2;0,7;0;4;0;0,0;4,6;0,0
0,2;3,2;0,69;0;4;0;0,0;4,6;0,0
0,2;3,4;0,71;0;4;11;0,0;5,0;11,7
0,2;3,3;0,8;0;4;7;0,0;4,8;7,4
0,4;5,1;0,74;0;7;1;0,0;7,3;1,1
0,4;5,3;0,56;0;7;9;0,0;7,6;9,6
0,5;5,1;0,79;0;7;8;0,0;7,4;8,5
0,4;5,2;0,66;0;7;2;0,0;7,5;2,1
0,3;3,6;0,57;0;4;9;0,0;5,2;9,6
0,3;3,6;0,86;0;4;8;0,0;5,2;8,5
0,3;4;0,75;0;5;7;0,0;5,7;7,4
0,4;3,7;1,34;3;5;9;3,0;5,4;9,6
0,4;3,8;0,54;17,2;5;26;23,6;5,5;27,7
6,7;3,8;1,07;7,3;5;21;8,1;5,4;22,3
14,7;3,8;1,4;0;5;15;0,0;5,4;16,0
8;4,7;1,5;0,1;6;20;3,1;6,8;21,3
10,9;10,6;6,96;10,6;12;26;12,0;13,2;27,7
14,4;27,1;6,83;0,2;32;25;0,2;33,6;26,6
12;24,4;7,41;0;29;24;0,0;30,2;25,5
0,7;27,7;12,06;0;33;15;0,0;34,3;16,0
0,4;24,1;8,93;0;28;14;0,0;29,9;14,9
0,3;28,5;8,76;0;34;15;0,0;35,3;16,0
6,3;23,1;8,45;0;27;14;0,0;28,6;14,9
6,7;16,1;7,83;0;19;14;0,0;20,0;14,9
1,1;15,9;3,12;0;19;12;0,0;19,8;12,8
11,7;10,8;3,85;3,1;12;9;3,2;13,4;9,6
13;6,9;4,5;47,7;8;0;55,1;8,7;0,0
13,7;7,3;1,63;23,2;8;0;30,3;9,1;0,0
14,7;8,7;0,84;17,7;10;10;19,0;10,9;10,6
14,5;8,5;1,24;8,1;10;7;9,7;10,6;7,4
13,7;8;0,7;7;9;7;10,6;10,1;7,4
2,3;6,1;0,54;7,8;8;4;9,3;8,8;4,3
1,1;3,6;1,04;23;4;10;29,0;5,2;10,6
0,8;3,4;1,35;8,3;4;8;9,1;4,9;8,5
0,7;3,6;0,66;0;4;8;0,0;5,2;8,5
0,6;3,5;0,67;2,2;4;7;2,2;5,0;7,4
0,6;3,5;0,7;17,2;4;14;23,5;5,1;14,9
0,6;3,7;1,5;6;5;24;6,5;5,4;25,5
7,9;3,9;0,78;1;5;18;1,1;5,6;19,1
9,1;4,8;0,77;10,3;6;18;11,2;6,9;19,1
3,7;11,3;4,79;1,2;13;24;1,3;14,2;25,5
12,1;30;6,57;0;35;26;0,0;37,2;27,7
13,6;27,5;9,23;0;32;25;0,0;34,1;26,6
13,1;23,9;12,37;0;28;23;0,0;29,6;24,5
13,3;19,9;8,31;1,7;23;13;1,8;24,7;13,8
13,1;20,9;7,61;2,6;25;11;6,9;25,9;11,7
5,5;19,6;7,03;20,7;23;10;26,1;24,4;10,6
0,9;15,9;7,59;17,8;19;10;24,7;19,7;10,6
0,6;15,8;4,96;15,6;18;10;18,4;19,6;10,6
0,3;11,1;3,55;5,3;13;11;5,6;13,9;11,7
3,7;9,1;6,16;10,3;11;2;12,8;11,5;2,1
7,8;7,7;3,27;3;9;0;3,7;9,6;0,0
13,5;9,1;3,14;3,8;10;0;4,7;11,4;0,0
13,4;9,1;1,58;10,4;11;8;11,5;11,4;8,5
3,2;8;2,13;1,2;9;2;1,3;10,0;2,1
1,3;6,5;0,66;6,7;7;1;8,2;8,2;1,1
1;3,9;0,71;0,2;5;9;0,2;5,7;9,6
0,5;4;0,65;0;5;2;0,0;5,7;2,1
0,5;3,7;0,86;0;5;2;0,0;5,3;2,1
0,4;3,8;0,64;2,8;5;9;2,9;5,4;9,6
0,5;4;0,69;17,2;5;10;23,7;5,8;10,6
8,2;4,1;0,89;7,3;5;24;8,1;5,8;25,5
12,3;4;0,76;0,1;5;16;0,1;5,8;17,0
3,2;5,2;0,97;1,2;7;16;4,3;7,4;17,0
9,2;11,1;4,3;14,1;13;22;15,4;13,8;23,4
9,6;26,9;7,06;1,1;32;15;1,2;33,4;16,0
5,3;25,8;7,38;0,1;30;13;0,1;32,0;13,8
10;29,6;8,67;0;35;13;0,0;36,6;13,8
11,5;25,5;10,45;0;30;15;0,0;31,5;16,0
12,9;23;9,02;0;27;13;0,0;28,5;13,8
12,2;18,5;7,22;0;22;11;0,0;23,0;11,7
13;15,1;4,66;0;18;9;0,0;18,8;9,6
11,4;15,3;3,35;1;18;9;1,1;19,0;9,6
10,2;10,3;4,45;3,1;12;8;3,2;12,9;8,5
9,9;7,1;4,69;14,1;8;1;20,7;8,9;1,1
14;7,7;1,55;20,4;9;0;27,3;9,7;0,0
13;8,2;1,47;24,6;9;0;29,9;10,3;0,0
10,5;8,3;1,16;4;10;0;7,4;10,4;0,0
5,4;8,8;0,8;10,6;10;0;11,9;11,0;0,0
1,8;7,1;0,73;9,5;8;0;10,8;9,0;0,0
1;3,4;0,71;0,2;4;0;0,2;5,0;0,0
0,5;3,4;0,81;1;4;0;1,1;4,9;0,0
0,5;3,6;0,72;0;4;0;0,0;5,1;0,0
0,5;3,5;0,77;3,1;4;1;3,2;5,1;1,1
0,5;3,6;0,64;17,2;4;9;23,9;5,2;9,6
6,7;3,6;0,8;6,2;4;24;6,8;5,2;25,5
14,8;3,8;1,81;1;5;11;1,1;5,5;11,7
12,7;4,7;0,82;0;6;13;2,9;6,8;13,8
4,4;11;7,4;10,5;13;10;11,9;13,8;10,6
2,4;31;6,21;0,1;37;10;0,1;38,4;10,6
2,2;26,8;6,39;0,1;32;8;0,1;33,2;8,5
1,3;22,4;8,98;0;26;8;0,0;27,8;8,5
3;19,5;11,17;1;23;8;1,1;24,2;8,5
13,3;23,7;7,78;0;28;7;0,0;29,4;7,4
12,7;17,6;7,38;0;21;0;0,0;21,9;0,0
5,4;13,6;3,88;0;16;9;0,0;16,9;9,6
0,3;15,5;3,59;0;18;2;0,0;19,3;2,1
0,3;9,9;4,84;2,8;11;9;2,9;12,4;9,6
5;8,2;4,25;15,2;9;1;21,8;10,3;1,1
13,6;6,5;2,31;20,3;7;0;27,3;8,2;0,0
14,1;8,2;1,57;21,3;9;0;26,9;10,2;0,0
14,2;8;0,67;9,9;9;0;11,4;10,1;0,0
14,7;7,5;0,63;6,6;9;0;9,1;9,4;0,0
4,8;6,3;1,01;9,7;7;0;10,8;7,9;0,0
1,1;3,5;0,61;17,5;4;0;24,3;5,1;0,0
0,5;3,3;0,69;17,8;4;0;19,0;4,8;0,0
0,3;3,5;0,6;2,5;4;0;2,9;5,0;0,0
0,6;3,3;0,66;1,6;4;0;1,7;4,8;0,0
0,5;3,5;0,65;14,4;4;9;18,4;5,0;9,6
5,8;3,6;0,8;7,3;4;20;7,9;5,2;21,3
14,3;3,7;0,76;0,1;5;11;0,1;5,3;11,7
12,9;4,8;0,62;3,3;6;8;4,0;6,9;8,5
14;11;3,18;1,2;13;9;1,3;13,8;9,6
11,8;24;6,3;0;34;9;0,0;35,7;9,6
13,7;22,6;7,04;0;40;10;0,0;42,3;10,6
13,5;26,5;9,28;0;46;10;0,0;48,8;10,6
8,5;21,3;8,5;0;43;11;0,0;45,4;11,7
0,3;19,9;7,17;0;36;10;0,0;37,9;10,6
0,2;15,6;6,97;1;27;9;1,1;29,0;9,6
0,5;9,4;6,03;0;11;9;0,0;12,3;9,6
8;8,6;4,31;1,9;10;9;3,8;10,8;9,6
10,4;9,4;5,94;18,1;29;6;25,0;31,1;6,4
12,6;6,2;3,96;25,2;16;0;31,9;18,0;0,0
1,7;5,9;1,91;21,2;19;0;26,5;20,7;0,0
1,1;9,1;1,31;19,5;11;0;26,1;12,5;0,0
5,2;9,9;0,71;7,9;21;0;8,5;22,9;0,0
4,4;8;0,68;1,5;11;0;1,7;12,2;0,0
2,1;7,6;0,68;1;9;0;1,1;9,8;0,0
1;3,6;0,75;0;4;2;0,0;5,2;2,1
0,6;3,4;0,76;0;4;1;0,0;4,9;1,1
0,5;3,3;0,93;0;4;2;0,0;4,8;2,1
0,4;3,5;0,93;0;4;2;0,0;5,0;2,1
0,4;3,3;0,8;0;4;2;0,0;4,8;2,1
0,5;3,3;0,73;0;4;2;0,0;4,8;2,1
0,5;3,3;0,75;0;4;2;0,0;4,8;2,1
0,5;4,1;0,75;1;5;3;1,1;6,0;3,2
0,6;5,1;0,82;0;6;2;0,0;7,3;2,1
0,4;4,5;0,81;0;6;3;0,0;6,5;3,2
0,4;3,9;0,78;0;5;1;0,0;5,6;1,1
0,4;3,6;0,79;1;4;1;1,1;5,2;1,1
0,3;3,8;0,69;0;5;0;0,0;5,4;0,0
0,3;3,6;0,71;0;4;2;0,0;5,2;2,1
0,3;3,2;0,76;0;4;0;0,0;4,6;0,0
0,2;3,2;0,91;0;4;0;0,0;4,6;0,0
0,2;3,3;0,92;1;4;1;1,1;4,8;1,1
0,2;3,3;0,7;0;4;1;0,0;4,8;1,1
0,2;3,3;0,75;0;4;5;0,0;4,8;5,3
0,2;3,3;0,73;0;4;5;0,0;4,8;5,3
0,4;5,1;0,95;0;7;0;0,0;7,3;0,0
0,4;5;0,47;0;6;4;0,0;7,2;4,3
0,4;5,1;0,89;0;6;6;0,0;7,3;6,4
0,5;5,1;1,09;1;14;0;1,1;15,3;0,0
0,3;3,4;0,19;0;6;2;0,0;7,3;2,1
0,4;3,4;0,9;0;4;9;0,0;5,0;9,6
0,3;3,4;1,17;0;4;0;0,0;5,1;0,0
0,4;3,3;0,61;0;4;2;0,0;4,8;2,1
0,4;3,4;1,12;0;4;9;0,0;4,9;9,6
0,6;3,3;0,72;0;4;0;0,0;4,8;0,0
0,5;3,5;1,63;0;4;7;0,0;5,0;7,4
0,5;4,3;0,72;0;5;5;0,0;6,1;5,3
0,4;4;0,53;0;5;0;0,0;5,8;0,0
0,4;3,4;0,84;0;4;7;0,0;4,9;7,4
0,3;3,4;1,11;0;4;3;0,0;4,9;3,2
0,3;3,2;0,63;0;4;0;0,0;4,7;0,0
0,3;3,3;0,7;0;4;0;0,0;4,8;0,0
0,3;3,2;0,74;0;15;0;0,0;16,3;0,0
0,2;3,4;0,72;0;6;0;0,0;7,2;0,0
0,2;3,2;0,69;0;4;0;0,0;4,8;0,0
0,3;3,3;0,75;0;4;0;0,0;4,7;0,0
0,2;3,3;0,69;0;4;0;0,0;4,8;0,0
0,4;4,3;1,03;0;22;0;0,0;23,8;0,0
0,4;5,1;0,8;0;13;2;0,0;14,3;2,1
0,5;5;0,93;0;15;1;0,0;16,2;1,1
0,4;5;0,66;0;9;2;0,0;9,6;2,1
0,5;5,1;1,02;0;15;3;0,0;16,8;3,2
0,5;5;0,63;0;19;4;0,0;20,7;4,3
0,3;3,4;1,01;0;7;3;0,0;7,5;3,2
0,3;3,3;0,7;0;4;2;0,0;4,9;2,1
0,3;3,5;1,32;0;4;6;0,0;5,0;6,4
0,3;3,3;1,09;0;4;12;0,0;4,8;12,8
0,4;3,4;0,82;7;8;20;7,4;8,9;21,3
1,1;3,4;0,74;20,4;19;10;27,2;21,4;10,6
1,5;3,3;1,92;11,3;22;9;11,6;24,2;9,6
11,6;4,2;4,02;0;17;12;0,0;19,2;12,8
9,7;5,5;6,45;6,3;20;20;9,7;21,6;21,3
11,3;4,6;7,1;3,3;19;17;4,1;21,0;18,1
10,8;5,3;12,12;1,1;22;15;1,2;23,6;16,0
1,6;4,3;8,72;0;23;15;0,0;25,4;16,0
1,2;3,8;6,36;0;13;17;0,0;14,6;18,1
0,4;3,9;6,17;0;14;17;0,0;15,6;18,1
3,1;4,2;6,23;0;16;10;0,0;17,5;10,6
2,3;4,1;4,11;0;16;16;0,0;17,3;17,0
0,3;3,8;4,41;0;13;12;0,0;14,4;12,8
0,6;4;4,57;0;10;10;0,0;11,7;10,6
7,3;4,5;1,91;6,7;6;1;7,2;6,8;1,1
14,9;5,5;1,18;55;7;0;62,9;7,9;0,0
14,9;5,4;1,14;21,8;7;6;29,0;7,7;6,4
13,6;5,4;0,68;18,2;7;6;23,4;7,7;6,4
13;5,1;0,32;9,2;6;0;10,1;7,3;0,0
2;4,9;1,11;4,5;6;7;5,5;7,1;7,4
0,8;3,5;0,69;7,1;4;5;8,1;5,1;5,3
0,4;3,3;0,28;5,3;4;0;8,6;4,8;0,0
0,4;3,5;0,17;3,2;4;0;3,5;5,0;0,0
0,4;3,5;0,4;0,1;4;0;0,1;5,1;0,0
0,4;3,4;0,63;7,8;4;0;8,4;4,9;0,0
1,5;3,4;0,71;19,4;19;0;26,3;21,3;0,0
6,6;3,5;0,69;1,3;17;0;1,4;18,5;0,0
12,8;4,3;0,82;1;18;0;1,1;19,9;0,0
4,3;5,3;1,5;2,8;20;1;3,5;22,2;1,1
11;4,1;0,93;0,2;20;2;0,2;21,9;2,1
14;3,8;0,76;0;22;4;0,0;24,5;4,3
13,7;3,8;4,13;1;17;0;1,1;18,9;0,0
13,5;3,9;2,15;0;17;3;0,0;19,4;3,2
13,4;3,9;4,14;0;18;6;0,0;20,2;6,4
13,5;3,8;4,05;0;20;0;0,0;21,7;0,0
12;3,8;0,75;0;22;3;0,0;24,7;3,2
9,1;4,1;1,83;1;17;0;1,1;19,2;0,0
2;3,8;1,99;0,1;20;1;0,1;22,6;1,1
0,5;4,4;2,2;7,7;8;0;8,2;9,2;0,0
0,5;5,5;2,03;31,8;7;0;39,2;8,0;0,0
0,4;5,3;1,51;21,7;7;1;28,9;8,0;1,1
0,5;5;0,55;19,6;8;0;24,7;9,0;0,0
0,6;5;0,47;7,5;20;0;9,2;22,3;0,0
1,6;5,1;0,73;8,4;14;2;10,9;15,3;2,1
1;3,4;0,71;8,5;5;0;9,3;5,6;0,0
0,4;3,4;0,33;1,2;13;0;1,3;14,9;0,0
0,4;3,4;0,77;0;17;1;0,0;18,6;1,1
0,4;3,3;1,6;0;17;0;0,0;19,4;0,0
0,5;3,3;0,96;8,2;20;7;8,9;22,3;7,4
1,2;3,4;0,78;24,4;11;6;31,2;12,5;6,4
2,8;3,4;2,02;1,3;20;0;1,4;22,0;0,0
14,7;5,1;5,75;0;24;4;0,0;26,7;4,3
8;4,9;5,88;7,4;19;5;10,9;20,5;5,3
9,6;4,3;8,81;2,4;18;3;2,5;19,9;3,2
5,7;5,1;7,71;0,1;20;6;0,1;22,1;6,4
1,4;4,5;6,4;0;21;12;0,0;22,6;12,8
1,4;3,9;6,35;0;23;12;0,0;25,1;12,8
0,9;3,8;5,49;1;12;12;1,1;13,9;12,8
1,1;4,1;4,13;0;11;11;0,0;12,4;11,7
0,9;3,7;4,38;0;5;12;0,0;5,7;12,8
0,9;3,9;3,53;0;8;11;0,0;9,4;11,7
8,5;4;2,8;0;22;9;0,0;24,1;9,6
9,7;4,8;1,79;9,1;8;0;9,7;9,4;0,0
10;5,9;1,49;20,3;8;0;27,4;8,6;0,0
6,8;5,7;0,6;21,7;7;0;28,9;8,1;0,0
0,5;5,2;0,58;17,9;7;0;22,7;7,5;0,0
0,6;5;1,07;8,6;6;9;9,8;7,2;9,6
1,2;5;1,53;0,2;7;1;0,2;7,9;1,1
1;3,4;0,57;0;14;0;0,0;15,3;0,0
0,5;3,4;0,31;0;20;0;0,0;21,7;0,0
0,5;3,3;0,65;0;22;0,21;0,0;24,0;0,2
0,4;3,4;1,17;0,1;16;0,07;0,1;18,1;0,1
0,5;3,4;0,81;8;17;10;8,5;18,6;10,6
1,4;3,4;2,58;18,4;17;11;25,2;19,4;11,7
2,5;3,8;0,87;1,1;19;10;1,2;21,4;10,6
6,5;4,4;2,16;1;23;10;1,1;25,7;10,6
7,9;5,2;3,78;7,2;19;12;9,7;21,3;12,8
0,7;4,6;2,88;1,4;19;11;1,4;21,2;11,7
1,1;4,3;8,85;1;20;11;1,1;22,2;11,7
1,6;4;4,53;0;23;10;0,0;25,0;10,6
1,5;3,7;4,54;0;17;10;0,0;18,7;10,6
1;3,5;3,01;0;15;11;0,0;16,6;11,7
0,7;3,8;3,98;0;17;10;0,0;19,1;10,6
0,3;3,7;2,37;0;15;10;0,0;17,0;10,6
0,3;3,7;2,47;1;6;10,01;1,1;7,2;10,6
0,4;3,8;2,93;0;15;6;0,0;16,2;6,4
4,8;4,4;3,11;7,8;7;0;8,4;8,2;0,0
12,7;5;2,09;21,6;6;0;28,5;7,3;0,0
12,9;5;0,7;20,6;6;3;27,7;7,1;3,2
13,5;5,1;0,67;12,3;6;7;18,0;7,3;7,4
13,8;4,9;0,46;8;6;0;8,9;7,0;0,0
3,6;5,1;0,64;6,1;7;0;7,9;7,3;0,0
1;3,4;1;9;4;8;11,7;4,9;8,5
0,5;3,3;0,12;19,6;4;0,76;26,6;4,8;0,8
0,5;3,2;4,59;4;17;0,24;4,5;18,4;0,3
0,5;3,5;4,29;3,6;17;3;3,8;19,1;3,2
0,4;3,7;4,12;11,6;21;22;13,1;22,8;23,4
1,1;3,3;0,75;15,7;22;14;19,6;24,2;14,9
4,5;3,4;0,75;0;17;9;0,0;18,3;9,6
15,2;4,1;2,06;0;19;14;0,0;21,1;14,9
12,7;5,4;2,97;0;22;12;0,0;24,0;12,8
7,8;4;3,85;0;20;10;0,0;21,6;10,6
9,4;3,7;9,04;30,7;15;10;31,7;17,0;10,6
7,6;3,7;7,28;24,6;5;10;25,3;6,2;10,6
4,8;3,8;5,96;24,6;5;10;25,3;5,5;10,6
1,6;3,8;5,31;24,6;10;11;25,3;10,9;11,7
1,1;3,8;4,75;25,6;17;9;26,4;18,5;9,6
0,4;3,8;1,59;24,6;6;9;25,3;7,4;9,6
0,4;3,8;2,5;24,6;9;8;25,3;10,2;8,5
0,5;3,8;2,68;24,6;21;5;25,3;23,0;5,3
0,6;4,6;1,71;26,6;8;0;27,7;8,7;0,0
0,6;4,9;1,04;23;6;0;30,2;7,2;0,0
0,4;4,9;1,11;23,1;6;0;30,4;7,1;0,0
4,5;5,1;0,81;16;7;0;20,0;7,4;0,0
4,1;5;0,39;21;6;9;22,9;7,2;9,6
1,3;5,1;0,27;24,2;6;0;25,0;7,3;0,0
1;3,3;0,49;24,6;4;0;25,3;4,9;0,0
0,5;3,3;0,23;24,6;4;0;25,3;4,8;0,0
0,4;3,4;0,5;24,6;4;12;25,3;5,0;12,8
0,4;3,2;0,47;24,6;4;0;25,3;4,7;0,0
0,4;3,3;0,76;25,6;4;9;26,4;4,7;9,6
0,5;3,4;0,74;24,6;4;6;25,3;4,9;6,4
0,5;3,3;0,47;24,6;4;0;25,3;4,8;0,0
0,6;4,1;1,05;24,6;5;10;25,3;5,9;10,6
0,5;5,1;0,57;25,6;7;3;26,4;7,4;3,2
0,4;3,9;0,57;24,6;5;0;25,3;5,6;0,0
0,4;3,8;1,14;24,6;5;1;25,3;5,4;1,1
0,4;3,8;0,53;24,6;5;1;25,3;5,6;1,1
0,3;3,7;0,79;24,6;5;1;25,3;5,4;1,1
0,3;4;0,72;25,6;5;1;26,4;5,7;1,1
0,3;3,3;0,73;24,6;4;1;25,3;4,8;1,1
0,3;3,7;0,76;24,6;5;0;25,3;5,4;0,0
0,3;4,1;0,68;24,6;5;4;25,3;5,9;4,3
0,3;3,9;1,23;24,6;5;9;25,3;5,7;9,6
0,3;4,5;0,42;24,6;6;2;25,3;6,5;2,1
0,3;5,3;0,8;25,6;7;0;26,4;7,6;0,0
0,3;5,7;0,75;24,6;7;9;25,3;8,1;9,6
0,4;5,3;0,66;24,6;7;2;25,3;7,6;2,1
0,5;5,2;0,78;24,6;7;0;25,3;7,5;0,0
0,4;5,4;0,89;24,6;7;8;25,3;7,7;8,5
0,3;3,3;0,84;24,6;4;3;25,3;4,9;3,2
0,3;3,4;0,41;24,6;4;0;25,3;4,9;0,0
0,3;3,4;2,02;24,6;4;0;25,3;5,0;0,0
0,3;3,2;0,79;24,6;4;2;25,3;4,7;2,1
0,3;3,4;1,01;24,6;4;6;25,3;5,0;6,4
0,5;3,3;0,5;24,6;4;5;25,3;4,8;5,3
0,5;3,5;0,48;24,6;4;0;25,3;5,0;0,0
0,5;4,2;0,3;24,6;5;0;25,3;6,1;0,0
0,5;5;0,79;24,6;6;0;25,3;7,1;0,0
0,3;3,6;0,67;24,6;4;2;25,3;5,2;2,1
0,3;3,3;0,79;24,6;4;2;25,3;4,8;2,1
0,3;3,3;0,79;24,6;4;2;25,3;4,9;2,1
0,6;3,2;0,74;24,6;4;1;25,3;4,6;1,1
12,8;3,1;0,81;24,6;4;2;25,3;4,5;2,1
12,9;3,4;1,13;24,6;4;1;25,3;5,0;1,1
12,9;3,4;0,91;24,6;4;2;25,3;4,9;2,1
13,2;3,6;0,55;24,6;4;1;25,3;5,2;1,1
14,2;4,4;0,93;24,6;6;1;25,3;6,3;1,1
14,3;4,6;0,6;24,6;6;2;25,3;6,7;2,1
13,9;5,1;0,72;24,6;6;1;25,3;7,3;1,1
13,9;5,1;0,78;24,6;6;0;25,3;7,3;0,0
6,1;5,2;0,7;24,6;7;1;25,3;7,5;1,1
0,6;5,1;0,87;24,6;6;1;25,3;7,3;1,1
0,6;5,1;0,58;24,6;6;1;25,3;7,3;1,1
0,4;3,3;0,77;24,6;4;1;25,3;4,8;1,1
0,4;3,6;0,73;24,6;4;1;25,3;5,2;1,1
0,4;3,8;0,93;24,6;5;0;25,3;5,5;0,0
0,4;3,7;0,59;24,6;5;1;25,3;5,4;1,1
0,5;3,8;1,12;25,8;7;22;26,9;8,2;23,4
5,9;3,8;0,37;21,9;20;12;28,5;21,6;12,8
14,9;3,8;0,15;24,5;23;9;25,3;25,0;9,6
5,8;4,7;0,15;24,6;18;8;25,3;20,1;8,5
10,3;10,1;3,22;28,6;24;7;32,7;26,4;7,4
12,7;26;4,43;23,1;44;8;24,5;46,9;8,5
9,2;24,7;5,82;24,6;44;7;25,3;46,8;7,4
1,3;22,2;7,85;24,6;44;2;25,3;46,8;2,1
1;19,6;8,85;24,6;35;8;25,3;37,7;8,5
9,7;25,6;3,23;24,6;40;7;25,3;47,0;7,4
10,2;21,2;6,19;24,6;35;1;25,3;42,5;1,1
6,9;17,9;4,73;29,8;33;10;33,7;40,2;10,6
0,2;19,7;2,95;25,1;37;6;32,4;45,4;6,4
0,7;13,7;2,22;22,4;25;7;29,6;32,1;7,4
3,6;8,6;4,01;18,2;18;1;21,2;24,6;1,1
13,6;9,7;1,75;21,8;13;0;23,8;14,2;0,0
13,8;9;1,19;22,7;11;0;24,4;11,2;0,0
14;8,9;0,81;22,6;11;0;24,1;10,9;0,0
14,5;8,5;0,63;23,5;10;0;24,9;10,5;0,0
5,2;7,1;0,51;19,8;8;0;24,2;8,7;0,0
