P_el_Halle;P_el_Schule;W_Halle;W_Schule
0,5;2,7;0,0;10
0,3;2,5;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,5;0,0;3
0,3;2,5;0,0;3
0,3;2,6;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;7
0,4;3,9;0,0;16
0,5;4,5;0,0;19
0,4;3,2;0,0;13
0,5;3,3;0,2;16
0,8;3,6;28,7;18
0,8;3,3;23,1;14
1,0;3,3;35,9;19
6,9;3,4;37,1;17
14,5;3,4;36,1;18
14,3;3,7;45,6;13
4,6;7,4;35,8;27
1,0;16,5;36,2;28
0,9;17,5;22,9;31
1,9;19,0;36,5;39
2,3;18,1;36,3;31
14,2;19,3;37,2;35
14,0;14,7;36,3;31
6,3;9,9;36,3;22
0,6;12,4;36,3;31
0,6;7,4;36,2;17
1,2;6,9;36,3;10
1,9;3,8;36,1;5
8,1;2,8;36,2;4
13,4;2,4;35,2;3
12,7;2,6;35,1;4
1,6;2,7;22,5;4
0,5;1,9;3,0;17
0,3;1,8;0,0;13
0,3;2,0;0,0;21
0,3;2,0;5,1;12
0,7;2,1;32,3;14
1,1;2,1;36,1;20
5,7;2,1;36,0;12
14,8;2,1;22,0;16
6,6;4,1;37,2;19
11,7;15,2;36,2;27
9,2;15,9;36,1;31
2,3;12,0;36,2;28
2,3;12,4;36,2;23
2,2;12,2;21,8;27
1,8;10,0;36,2;26
0,9;7,5;36,2;19
12,2;7,7;15,5;25
12,0;5,4;1,0;10
0,9;6,8;0,0;8
1,1;5,4;3,8;7
1,4;6,5;36,5;20
6,4;5,3;36,3;10
0,8;4,8;14,9;7
1,5;3,4;7,9;7
0,7;1,7;3,0;9
0,3;1,8;0,0;3
0,3;1,8;0,0;2
0,3;1,8;1,3;3
0,4;2,0;5,2;5
1,0;2,1;2,3;15
2,8;2,1;29,7;18
14,1;3,2;36,0;12
9,6;7,7;38,0;20
7,9;20,1;36,5;35
13,7;22,7;36,6;41
12,9;26,6;36,6;40
13,2;22,4;36,6;35
12,9;23,6;21,4;38
13,5;17,4;36,6;32
13,8;14,2;36,1;31
13,9;13,8;35,6;25
3,2;9,3;27,3;17
6,7;7,7;20,2;11
13,3;3,8;12,6;5
6,6;4,0;26,5;5
0,6;3,8;13,6;5
0,7;4,8;5,3;6
1,4;4,0;3,8;5
0,5;2,1;2,0;3
0,3;1,9;1,0;3
0,3;2,0;0,0;3
0,3;1,9;0,7;6
0,4;1,9;16,9;15
5,5;2,1;0,6;18
10,6;2,1;30,8;13
10,9;2,1;36,6;16
12,5;4,6;36,6;20
13,4;16,7;36,6;29
9,3;19,4;22,6;35
1,3;19,4;36,6;37
1,3;16,0;35,6;28
1,5;18,7;36,5;35
1,4;18,0;36,9;35
6,0;12,7;36,1;24
2,4;14,5;13,5;27
0,6;6,3;24,5;22
6,2;3,4;32,2;8
13,6;3,2;23,3;5
13,5;3,0;7,1;4
13,6;2,9;13,3;19
13,5;4,0;25,3;6
2,7;4,5;7,8;7
0,5;3,0;3,0;4
0,4;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,5;4
0,4;2,5;17,1;5
0,9;2,1;1,5;20
5,2;2,1;29,6;12
13,4;3,0;36,3;17
10,7;5,5;36,2;21
13,7;16,9;21,9;29
11,5;15,7;36,3;36
10,3;12,5;36,1;23
5,8;12,7;36,2;28
1,2;16,3;36,1;28
1,2;15,3;35,1;31
6,1;9,7;21,8;20
5,3;8,7;6,5;19
0,3;6,6;2,5;19
0,5;3,4;30,6;21
0,5;5,4;18,5;11
0,6;5,7;24,1;10
3,8;5,0;32,4;7
3,7;3,4;24,0;5
2,0;3,4;9,8;5
0,6;2,0;2,0;3
0,4;2,1;1,0;3
0,3;2,1;0,0;3
0,3;2,1;0,0;3
0,4;2,4;0,0;3
0,4;3,2;0,7;4
0,6;3,0;29,8;4
0,7;3,3;21,6;4
0,6;1,9;36,6;3
0,6;2,0;36,5;3
0,5;2,1;35,5;3
0,7;2,0;25,7;3
0,6;2,8;3,1;4
0,5;3,0;19,7;4
0,6;2,7;16,7;4
0,6;2,7;11,5;4
0,3;3,1;7,3;4
0,6;1,8;35,5;2
0,6;1,8;22,7;2
0,6;1,8;13,7;2
0,6;1,9;25,9;3
0,6;1,8;21,6;2
0,6;2,0;8,0;3
0,5;2,1;1,0;3
0,4;2,0;0,0;3
0,4;1,7;0,0;9
0,3;1,8;0,0;21
0,4;1,8;0,0;22
0,4;1,9;0,0;13
0,5;2,1;0,0;21
0,5;2,1;0,0;17
0,4;2,1;0,0;17
0,3;2,1;0,0;22
0,3;1,9;0,0;10
0,3;1,8;0,0;5
0,3;1,7;0,0;2
0,3;2,3;0,0;3
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,9;0,0;4
0,3;1,8;0,0;3
0,3;1,8;0,0;2
0,3;1,8;0,0;3
0,3;2,7;0,0;4
0,2;2,7;0,0;4
0,3;2,8;0,0;4
0,3;3,3;0,0;5
0,5;2,1;0,0;18
0,3;2,1;0,0;22
0,3;2,1;0,0;22
0,3;2,1;0,0;22
0,3;2,1;0,5;22
0,6;2,1;14,8;22
1,5;2,1;35,9;22
6,4;2,1;37,0;22
14,9;2,1;45,9;12
10,7;4,4;35,9;23
10,1;14,2;35,8;30
10,0;16,7;36,0;33
2,1;18,9;37,0;35
2,1;14,9;36,0;31
12,4;15,1;34,7;31
9,4;13,9;35,8;30
0,6;9,2;12,6;24
0,4;11,2;0,0;23
0,6;6,9;1,0;10
1,2;5,2;27,4;7
1,7;5,0;36,0;7
11,7;4,7;35,0;6
12,9;4,6;29,3;6
11,8;3,4;34,1;5
1,7;3,7;18,8;5
0,6;2,0;3,0;7
0,3;1,8;0,0;21
0,3;2,1;0,0;22
0,3;2,7;0,7;15
0,5;3,1;29,2;20
1,3;3,5;35,9;17
2,1;3,4;35,9;17
8,0;3,6;36,0;23
10,2;7,7;36,0;19
9,8;17,3;36,0;38
7,6;18,4;35,9;31
4,0;17,5;35,9;38
3,7;15,5;35,8;27
2,3;18,8;35,8;40
0,8;14,1;16,3;35
1,4;12,2;16,8;33
1,6;13,7;7,9;27
1,3;9,7;1,0;27
2,9;7,5;1,0;25
6,2;6,2;32,8;10
0,6;6,2;17,3;8
0,6;5,9;19,9;7
0,5;6,4;7,0;8
1,5;6,1;3,9;7
0,6;2,8;3,0;4
0,3;2,6;0,0;10
0,3;2,6;0,0;22
0,3;2,6;0,7;12
0,5;2,7;29,3;22
1,4;3,2;35,9;13
10,6;3,0;35,9;21
13,7;3,2;36,0;17
10,3;6,4;35,8;21
8,2;18,8;36,0;41
7,1;18,7;36,0;30
2,3;18,8;36,0;41
1,8;18,5;35,9;31
1,1;17,9;35,0;39
1,3;15,4;17,5;26
2,2;13,2;11,4;25
1,9;12,6;2,6;31
1,3;8,2;1,0;14
8,3;5,9;27,1;7
13,8;7,4;35,2;9
12,8;8,0;13,5;10
7,6;7,6;22,0;9
3,4;7,5;5,5;9
1,5;7,0;3,9;8
0,7;3,0;3,0;4
0,4;2,7;0,0;4
0,4;2,8;0,0;14
0,4;2,8;1,1;22
0,6;3,0;29,6;13
1,3;3,1;36,1;22
1,9;3,2;36,0;22
11,8;3,3;36,1;13
7,6;7,3;36,0;27
4,3;16,9;22,0;33
1,1;20,0;36,0;37
1,7;17,0;36,1;39
1,4;16,8;36,1;28
0,7;16,9;35,2;33
1,0;16,6;8,4;27
0,6;15,5;16,5;20
0,6;16,1;7,7;19
0,6;9,3;20,7;12
2,0;7,5;17,6;9
8,8;6,6;11,1;8
13,2;6,9;21,4;8
13,3;6,4;16,2;8
11,1;7,3;26,0;9
1,6;6,5;11,0;8
0,6;2,9;2,0;4
0,4;2,9;0,0;4
0,3;2,9;1,0;4
0,4;2,8;0,9;4
0,5;3,1;29,8;15
1,3;3,3;35,5;14
4,5;3,4;36,6;20
14,4;3,4;36,5;13
10,5;6,5;19,8;26
8,0;12,4;36,6;23
14,0;14,4;36,8;27
13,8;14,3;36,6;33
9,2;14,9;9,7;26
0,7;17,8;14,6;28
0,6;15,9;4,0;20
2,6;10,6;0,0;13
4,6;10,6;0,0;13
0,3;7,9;0,0;9
0,3;4,7;1,0;6
0,3;4,5;0,0;12
0,3;5,5;0,7;16
3,9;5,5;33,9;16
3,4;3,9;16,4;8
1,9;4,7;7,7;6
0,6;2,9;2,0;4
0,4;2,7;0,0;4
0,4;2,8;0,0;4
0,4;2,8;0,0;4
0,4;2,7;0,0;4
0,5;2,8;0,9;4
0,6;2,9;30,7;4
0,7;2,7;35,2;4
0,7;3,3;36,8;5
0,6;3,4;36,1;5
0,6;3,0;36,3;4
0,6;3,4;14,5;5
0,6;3,7;9,5;5
0,5;3,2;5,4;4
0,5;2,9;3,0;4
0,3;2,8;0,0;4
0,3;2,9;0,0;4
0,3;2,9;9,0;4
0,7;3,1;33,7;4
0,5;3,0;42,5;4
0,6;3,1;23,9;4
0,6;3,0;19,5;4
0,6;4,0;4,0;5
0,5;4,6;0,0;6
0,3;3,1;1,0;4
0,4;3,3;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;10
0,5;3,0;0,0;6
0,5;3,1;0,0;4
0,4;3,0;0,0;4
0,4;3,2;0,0;4
0,3;3,2;0,0;4
0,3;2,8;0,0;4
0,3;2,8;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;12
0,3;2,6;0,0;6
0,3;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;3,3;0,0;4
0,5;4,4;0,0;6
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,6;6
0,5;3,0;30,0;17
1,6;3,1;36,3;16
4,2;2,9;36,6;13
14,5;3,6;36,5;14
14,9;7,7;36,3;26
13,4;20,9;36,5;33
13,5;21,9;33,0;36
13,5;22,8;36,6;37
9,3;19,0;36,6;24
1,4;20,0;14,1;24
1,3;18,0;13,6;22
11,4;12,3;25,5;15
13,1;12,4;5,2;21
8,0;9,2;20,2;21
4,1;5,7;22,3;22
12,7;6,8;18,3;20
13,3;6,7;32,9;10
13,0;7,6;27,2;9
13,0;6,5;4,5;8
1,8;5,3;2,8;7
0,5;2,8;3,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,8;0,6;4
0,6;2,8;29,9;7
1,5;3,1;36,5;15
6,2;3,0;36,6;14
13,6;4,0;35,7;15
3,8;8,5;37,8;22
10,9;24,0;20,6;42
7,8;23,7;36,7;37
12,0;25,0;36,6;39
7,8;22,1;28,5;36
13,1;21,6;14,6;37
8,5;17,8;23,1;35
4,8;13,6;23,6;25
13,2;12,4;15,6;25
13,0;11,0;25,9;27
12,9;7,2;18,9;11
8,7;6,6;13,7;8
0,6;5,1;24,0;11
0,6;5,6;13,5;17
0,6;6,1;6,0;18
1,5;5,7;3,8;9
0,5;2,8;3,0;4
0,4;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,8;0,9;4
0,4;2,9;30,0;6
1,6;3,0;36,2;15
5,0;3,0;37,0;18
14,1;3,3;36,2;12
7,7;7,8;36,7;20
8,8;20,6;37,1;36
8,6;21,1;36,2;39
1,5;19,2;36,6;32
1,6;18,2;35,6;36
1,5;20,5;19,1;28
1,2;15,9;9,9;34
1,8;14,0;9,8;21
1,1;15,1;0,0;18
0,4;11,0;0,0;13
0,8;7,9;0,0;9
1,4;7,3;3,8;9
1,6;5,8;31,6;8
1,5;5,4;36,0;7
2,0;6,4;24,5;8
1,6;6,4;4,7;8
0,6;2,8;2,0;4
0,4;2,6;0,0;4
0,4;2,7;0,0;4
0,4;2,7;1,9;4
0,5;2,9;29,8;13
1,3;3,0;35,3;12
10,5;3,1;21,9;13
9,5;3,5;36,3;15
3,1;6,9;37,3;22
1,4;17,1;36,5;29
1,7;18,6;36,7;32
2,0;16,2;36,5;30
1,5;14,5;35,5;31
1,6;15,4;14,3;23
1,1;13,5;0,0;20
1,4;11,7;0,0;16
1,3;13,6;1,0;16
0,7;8,6;0,0;10
1,3;6,6;0,0;8
5,2;6,1;5,0;7
12,5;5,8;35,6;8
12,5;5,9;14,6;7
12,6;6,2;29,3;7
8,4;6,7;26,6;8
0,6;3,3;3,0;4
0,3;3,2;0,0;4
0,3;3,2;0,0;4
0,3;3,2;0,8;4
0,5;3,5;29,9;7
4,2;3,6;36,6;18
13,4;3,6;36,5;15
14,0;3,8;36,7;13
3,7;7,2;36,6;19
2,9;16,9;36,7;31
2,8;16,0;20,4;33
2,1;16,3;24,0;26
3,4;14,4;7,9;18
1,7;18,6;1,0;22
1,9;15,2;1,0;18
0,4;9,8;0,0;12
0,3;8,9;0,0;12
0,3;6,9;0,0;20
0,3;5,5;0,0;9
0,3;5,7;0,0;8
0,3;5,0;0,0;7
3,9;5,1;0,0;7
3,5;4,5;26,3;6
2,1;5,1;36,9;7
0,6;3,0;10,0;4
0,3;2,9;1,0;4
0,3;2,8;0,0;4
0,4;3,0;0,0;4
0,3;2,9;0,0;4
0,5;3,0;1,0;4
0,6;2,9;29,9;4
0,7;3,0;36,0;4
0,7;3,2;36,9;4
0,6;3,6;35,1;5
0,6;4,1;17,6;6
0,5;3,8;19,3;5
0,6;3,7;3,0;5
0,3;3,3;0,0;5
0,3;2,7;1,0;4
0,3;2,8;0,0;4
0,3;2,8;0,0;14
0,3;2,8;0,0;10
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;3,0;0,0;4
0,5;4,4;0,0;6
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,6;4,0;12,4;5
1,3;2,9;14,7;3
1,2;2,7;14,7;3
1,3;2,8;14,7;3
1,4;2,8;14,7;3
1,1;2,7;14,7;3
1,7;2,8;14,7;3
2,0;2,9;14,7;3
1,5;2,7;14,7;3
0,7;3,3;14,7;4
0,3;3,4;14,7;4
1,3;3,0;14,7;3
1,5;3,4;14,7;4
0,6;3,7;14,7;4
1,1;3,2;14,7;4
1,2;2,9;14,7;3
0,9;2,8;14,7;3
1,4;2,9;14,7;3
2,4;2,9;14,7;3
1,8;3,1;14,7;4
2,1;3,0;14,7;3
1,8;3,1;14,7;4
2,1;3,0;14,7;3
1,6;4,0;14,7;5
1,2;4,6;14,7;5
1,4;3,1;14,7;4
1,7;3,3;14,7;4
1,1;3,0;14,7;3
0,7;3,0;14,7;3
1,6;3,0;14,7;3
1,9;3,0;14,7;3
2,0;3,1;14,7;3
1,4;3,0;14,7;3
0,8;3,2;14,7;4
1,4;3,2;14,7;4
1,8;2,8;14,7;3
2,2;2,8;14,7;3
1,5;2,7;14,7;3
0,8;2,7;14,7;3
1,5;2,7;14,7;3
0,8;2,7;14,7;3
0,8;2,6;14,7;3
1,0;2,7;14,7;3
0,9;2,6;14,7;3
0,7;2,6;14,7;3
1,5;2,7;14,7;3
1,7;2,7;14,7;3
1,0;3,3;14,7;4
1,4;4,4;14,7;5
0,8;3,2;14,7;4
0,8;3,1;14,7;3
1,4;3,1;14,7;4
0,7;3,1;14,7;4
1,3;3,0;14,7;3
1,2;3,1;14,7;4
2,0;2,9;14,7;3
1,5;3,6;14,7;4
0,4;7,7;14,7;9
1,0;20,9;14,7;24
1,6;21,9;14,7;25
1,6;22,8;14,7;27
1,7;19,0;14,7;22
1,4;20,0;14,7;23
1,0;18,0;14,7;21
1,4;12,3;14,7;14
0,9;12,4;14,7;14
1,5;9,2;14,7;10
1,5;5,7;14,7;7
1,6;6,8;14,7;7
1,0;6,7;14,7;7
1,6;7,6;14,7;8
1,6;6,5;14,7;7
1,2;5,3;14,7;6
1,4;2,8;14,7;3
0,5;2,7;14,7;3
1,4;2,7;14,7;3
0,9;2,8;14,7;3
1,3;2,8;14,7;3
1,9;3,1;14,7;3
2,2;3,0;14,7;3
1,6;4,0;14,7;5
0,6;8,5;14,7;10
1,5;24,0;14,7;28
1,6;23,7;14,7;28
1,5;25,0;14,7;29
1,0;22,1;14,7;26
1,0;21,6;14,7;25
1,0;17,8;14,7;21
1,1;13,6;14,7;16
1,6;12,4;14,7;14
2,2;11,0;14,7;12
1,3;7,2;14,7;8
0,6;6,6;14,7;7
0,8;5,1;14,7;6
1,3;5,6;14,7;7
1,4;6,1;14,7;8
1,4;5,7;14,7;7
0,9;2,8;14,7;3
1,6;2,7;14,7;3
1,3;2,6;14,7;3
0,9;2,8;14,7;3
1,4;2,9;14,7;3
1,6;3,0;14,7;3
1,9;3,0;14,7;3
0,6;3,3;14,7;4
0,3;7,8;14,7;9
0,9;20,6;14,7;24
1,5;21,1;14,7;25
1,5;19,2;14,7;22
1,2;18,2;14,7;21
1,1;20,5;14,7;24
1,1;15,9;14,7;18
1,0;14,0;14,7;16
0,8;15,1;14,7;17
1,0;11,0;14,7;12
0,8;7,9;14,7;9
1,2;7,3;14,7;8
1,1;5,8;14,7;7
1,6;5,4;14,7;7
1,0;6,4;14,7;8
1,2;6,4;14,7;8
1,3;2,8;14,7;3
1,0;2,6;14,7;3
1,2;2,7;14,7;3
1,1;2,7;14,7;3
1,0;2,9;14,7;3
1,1;3,0;14,7;3
0,9;3,1;14,7;3
1,0;3,5;14,7;4
1,3;6,9;14,7;8
0,9;17,1;14,7;20
0,9;18,6;14,7;22
1,4;16,2;14,7;19
0,9;14,5;14,7;17
0,4;15,4;14,7;18
1,3;13,5;14,7;15
0,9;11,7;14,7;13
0,9;13,6;14,7;16
0,9;8,6;14,7;10
1,2;6,6;14,7;7
1,0;6,1;14,7;8
1,2;5,8;14,7;7
0,5;5,9;14,7;7
1,3;6,2;14,7;8
1,5;6,7;14,7;7
1,5;3,3;14,7;4
0,6;3,2;14,7;4
0,9;3,2;14,7;4
1,1;3,2;14,7;4
1,0;3,5;14,7;4
1,3;3,6;14,7;4
1,0;3,6;14,7;4
1,4;3,8;14,7;4
0,2;7,2;14,7;8
0,4;16,9;14,7;20
1,3;16,0;14,7;18
1,5;16,3;14,7;19
0,9;14,4;14,7;17
1,4;18,6;14,7;22
1,3;15,2;14,7;17
1,1;9,8;14,7;11
1,4;8,9;14,7;10
0,8;6,9;14,7;8
1,0;5,5;14,7;7
1,4;5,7;14,7;7
0,7;5,0;14,7;6
1,1;5,1;14,7;6
0,9;4,5;14,7;5
1,1;5,1;14,7;6
1,4;3,0;14,7;3
0,9;2,9;14,7;3
1,4;2,8;14,7;3
1,3;3,0;14,7;3
0,9;2,9;14,7;3
1,1;3,0;14,7;3
1,0;2,9;14,7;3
1,1;3,0;14,7;3
0,7;3,2;14,7;4
1,1;3,6;14,7;4
1,4;4,1;14,7;5
1,3;3,8;14,7;4
1,1;3,7;14,7;4
1,4;3,3;14,7;4
0,8;2,7;14,7;3
1,0;2,8;14,7;3
1,4;2,8;14,7;3
0,7;2,8;14,7;3
1,1;2,6;14,7;3
0,9;2,7;14,7;3
1,1;2,7;14,7;3
1,4;2,7;14,7;3
0,9;3,0;14,7;3
1,4;4,4;14,7;5
1,3;3,0;14,7;3
0,9;2,9;14,7;3
1,1;3,0;14,7;3
1,0;2,9;30,5;3
1,1;10,5;14,7;16
0,7;17,6;10,8;21
1,0;13,8;2,6;17
1,4;13,0;5,8;16
1,8;19,0;8,8;23
1,8;17,1;15,5;20
1,6;14,7;4,0;18
2,1;16,9;5,3;20
4,0;10,4;7,1;12
13,4;8,8;19,5;11
13,8;7,8;6,0;9
13,7;7,2;11,7;9
12,8;6,5;11,2;8
13,5;5,4;12,8;7
2,3;5,5;26,8;7
0,8;2,7;12,3;4
0,5;2,7;4,6;4
0,5;2,7;6,4;4
0,6;2,7;5,5;4
0,6;2,7;22,1;4
3,2;2,7;9,9;4
14,4;3,2;9,1;4
5,8;3,4;4,1;5
2,8;7,8;37,3;9
1,7;18,1;12,4;22
1,4;19,2;3,4;23
1,1;17,2;9,9;21
0,9;14,5;9,9;17
1,0;15,9;3,0;19
0,7;14,7;4,5;18
1,3;11,5;11,5;14
0,9;11,3;12,1;14
0,8;9,5;6,2;11
0,9;9,4;1,4;11
1,1;9,4;9,6;11
0,6;10,1;8,8;12
0,7;8,5;4,9;10
0,8;10,0;3,2;12
1,7;7,3;6,5;9
0,8;3,4;9,0;5
0,5;3,0;3,9;4
0,5;3,0;12,6;4
0,6;3,1;4,0;4
0,6;3,0;6,9;4
7,5;3,0;10,3;4
13,8;3,1;7,0;4
8,8;3,2;5,4;4
3,5;6,9;14,9;8
1,0;20,4;31,0;24
1,5;18,9;10,4;23
2,1;20,9;7,8;25
2,0;18,1;5,1;22
2,0;17,9;1,2;21
1,6;14,9;5,0;18
2,3;12,5;5,0;15
2,4;13,2;1,7;16
0,7;9,8;7,5;12
1,1;6,4;9,3;8
0,8;6,1;11,3;7
0,8;6,6;3,8;8
0,5;6,6;5,2;8
0,5;7,0;5,2;8
1,7;6,1;14,6;7
0,8;2,9;7,9;4
0,7;2,9;10,8;4
0,6;2,9;4,5;4
0,6;3,5;11,4;5
0,6;2,7;14,6;4
1,6;2,8;24,3;4
4,4;2,8;7,9;4
12,5;3,2;5,4;4
3,8;7,6;28,9;9
0,9;20,7;35,7;25
0,8;21,4;7,1;26
9,2;23,1;6,2;28
8,2;20,5;13,0;24
1,9;17,6;8,9;21
1,3;15,4;10,2;18
0,6;16,4;16,3;20
0,6;16,8;9,6;20
7,5;9,8;10,0;12
11,8;6,6;19,9;8
13,2;5,6;23,6;8
13,0;6,9;13,4;8
12,9;6,5;5,9;8
13,0;5,9;15,0;7
4,4;6,3;8,9;8
0,8;3,1;30,1;4
0,8;2,9;28,5;4
0,5;2,9;8,0;4
0,6;2,9;5,5;4
0,7;2,8;17,1;4
7,0;2,9;4,4;4
8,7;2,7;34,7;4
14,3;3,4;16,5;5
8,5;6,1;8,1;7
7,2;16,5;36,8;20
6,6;15,4;36,8;18
5,7;17,2;12,6;21
3,2;10,8;1,9;13
0,6;10,4;8,7;12
0,8;10,4;10,0;12
0,5;7,4;14,8;9
0,6;6,9;5,6;8
0,5;6,2;12,6;7
0,6;4,6;9,8;6
0,5;5,0;21,8;7
0,6;4,9;9,3;7
0,5;4,5;4,4;6
0,6;4,1;8,9;6
2,0;4,8;32,8;7
0,8;3,2;32,5;4
0,6;2,8;6,3;4
0,6;2,8;4,4;4
0,6;2,8;4,4;4
0,6;2,8;4,4;4
0,6;2,8;4,4;4
0,6;2,8;4,4;4
0,8;2,9;4,7;4
0,6;3,2;5,3;4
0,6;3,2;2,5;4
0,5;3,0;4,0;4
0,3;2,9;0,0;4
0,3;2,8;1,0;4
0,3;2,9;0,0;4
0,3;2,7;0,0;4
0,3;2,8;0,0;4
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,4;2,8;0,0;4
0,4;2,9;0,0;4
0,4;3,0;0,0;4
0,4;3,5;0,0;5
0,4;2,7;0,0;4
0,5;4,5;0,0;6
0,3;3,0;0,0;4
0,4;3,0;0,0;4
0,4;2,9;0,0;4
0,4;3,0;0,0;4
0,4;2,8;0,0;4
0,5;2,9;0,0;4
0,5;3,0;0,0;4
0,3;2,8;0,0;4
0,4;3,1;0,0;4
0,3;2,8;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,5;0,0;3
0,3;2,8;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,8;0,0;4
0,3;2,9;0,0;4
0,3;2,8;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;2,7;0,0;4
0,4;3,6;0,0;5
0,5;4,6;0,0;6
0,4;3,1;0,0;4
0,3;3,0;0,0;4
0,4;3,0;0,0;4
0,4;2,9;0,0;4
0,4;2,9;0,0;4
0,5;2,9;0,0;4
0,5;3,0;0,0;4
0,4;2,8;13,3;4
2,2;3,0;7,1;4
0,3;2,8;0,0;4
0,3;2,6;0,0;4
0,3;2,7;0,0;4
0,3;2,7;0,0;4
0,3;2,5;0,0;3
0,3;2,7;0,0;4
0,3;2,6;0,0;4
0,3;2,8;0,0;4
0,3;2,6;0,0;4
6,7;2,7;58,4;4
12,5;2,7;36,6;4
12,5;2,6;8,1;4
12,6;2,7;34,8;4
12,7;3,7;12,9;5
4,7;4,4;5,5;6
0,5;2,8;2,0;4
0,4;2,8;0,0;4
0,4;2,7;0,0;4
0,4;2,7;0,0;4
0,4;2,8;0,0;4
0,5;2,7;0,0;4
0,5;2,6;0,0;4
0,4;3,1;13,2;4
2,1;3,6;8,5;5
0,4;3,2;0,0;4
10,8;3,3;0,0;4
3,5;2,8;0,0;4
1,8;3,4;0,0;5
0,3;3,6;0,0;5
0,3;3,2;0,0;4
0,3;4,3;0,0;6
0,3;3,9;0,0;5
0,3;3,2;0,0;4
0,3;3,2;0,0;4
1,1;3,1;43,7;4
13,6;3,3;34,5;4
13,5;3,2;30,7;4
9,2;3,3;5,0;4
1,7;5,0;3,7;7
0,5;3,5;2,0;5
0,3;3,2;0,0;4
0,3;3,4;0,0;5
0,3;3,2;0,0;4
0,5;3,3;0,0;4
0,4;3,2;0,0;4
0,4;3,1;0,0;4
0,4;4,5;10,0;6
2,1;5,0;7,3;7
7,8;4,1;0,0;6
7,4;3,8;0,0;5
6,2;3,9;0,0;5
4,7;3,6;0,0;5
3,0;3,7;0,0;5
0,4;3,5;0,0;5
0,4;3,1;0,0;4
0,4;2,8;0,0;4
0,5;2,8;0,0;4
0,5;2,9;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
1,5;4,4;3,0;6
0,8;3,2;2,0;4
0,4;3,2;0,0;4
0,3;3,2;0,0;4
0,3;3,1;0,0;4
0,3;3,1;0,0;4
0,4;3,1;0,0;4
0,5;3,0;0,0;4
0,2;3,5;13,0;5
6,3;3,8;7,5;5
0,4;3,5;0,0;5
0,3;4,1;0,0;6
0,3;4,4;0,0;6
0,6;3,5;1,5;5
0,7;3,7;21,7;5
0,9;3,3;20,5;4
0,3;3,0;1,0;4
0,3;2,9;0,7;4
0,4;2,9;15,1;4
4,3;3,4;36,7;5
13,2;3,0;37,8;4
13,5;3,1;12,5;4
13,5;3,1;5,0;4
13,6;3,1;0,0;4
4,1;4,5;4,1;6
0,5;3,3;0,0;4
0,4;3,1;0,0;4
0,3;3,1;1,0;4
0,4;3,1;0,7;4
0,5;3,1;29,3;4
0,5;3,2;6,0;4
0,5;3,2;0,0;4
0,4;3,3;13,1;4
2,2;3,5;7,5;5
0,5;4,0;0,0;5
0,3;3,7;0,0;5
0,3;3,9;0,0;5
0,3;4,0;1,0;5
0,3;3,7;0,0;5
0,3;3,3;0,0;5
0,3;3,2;0,0;4
0,3;3,1;0,6;4
0,3;3,1;14,0;4
0,5;3,0;35,9;4
0,4;3,0;29,1;4
0,3;3,0;3,0;4
0,4;3,0;0,0;4
0,4;3,1;0,0;4
1,7;4,6;1,7;6
0,6;3,4;0,0;5
0,3;3,1;1,0;4
0,4;3,2;0,0;4
0,4;3,1;0,0;4
0,3;3,1;0,0;4
0,5;3,1;0,0;4
0,5;3,1;0,0;4
0,3;3,2;0,0;4
0,4;3,2;0,0;4
0,4;3,1;0,0;4
0,3;3,0;0,0;4
0,3;3,5;0,0;5
0,3;3,7;0,0;5
0,3;3,6;0,0;5
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;3,1;0,0;4
0,3;3,0;0,0;4
0,3;2,9;0,0;4
0,3;3,0;0,0;4
0,3;3,2;0,0;4
0,5;4,9;0,0;7
0,4;3,2;0,0;4
